"Artikel-Nr";"Bezeichnung";"Langtext";"Zugangslager";"Abgangslager";"Maﬂeinheit";"Anzahl pro Maﬂeinheit";"Grundeinheit";"Verpackungseinheit";"EAN";"Hersteller";"Herstellernummer";"Kontenzuordnung";"Kontenzuordnung Kasse";"Leistung";"Bestandsf¸hrung";"Negativbestand erlaubt";"Rabattf‰hig";"Gewicht";"L‰nge";"Breite";"Hˆhe";"Erstellt am";"Zuletzt aktualisiert am";"Bestand: Hauptlager";"Meldebestand: Hauptlager";"Preis: Endkundenpreis";"Einkauf Lieferant 0";"Einkauf Lieferant Nummer 0";"Einkauf VPE0";"Einkauf Bestellnummer 0";"Einkauf Preis 0";"Einkauf Rabatt 0";"Einkauf Menge 0";"Warenwert: Hauptlager";"Warenwert Gesamt:"
"10021";"SUN CLAD, Basmati Reis, 5 kg";"";"Hauptlager";"Hauptlager";"";"";"";"";"8005734100325";"SUN CLAD";"";"20000";"";0;1;1;1;"0";0;0;0;"2020-12-14T23:37:55.291Z";"2022-06-26T11:00:36.458Z";"3";"0";"13";;;;;;;;;"0"
"10016";"ROYAL TIGER, Jasmin Reis, 18 kg";"";"Hauptlager";"Hauptlager";"";"";"";"";"8717703616149";"ROYAL TIGER";"";"20000";"";0;1;1;1;"18";0;0;0;"2020-12-14T23:37:55.490Z";"2022-06-26T11:00:39.811Z";"4";"0";"32";;;;;;;;;"0"
"13022";"SEGITIGA BIRU, Weizenmehl, 1 Kg";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion pro 100 g</p>\n<table id=""nutrition-facts"">\n<tbody>\n<tr>\n<td class=""col-1"">Energie</td>\n<td class=""col-2"">350 kcal</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">1 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Ges‰ttigte</td>\n<td class=""col-2"">23 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">75 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">15 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">11 g</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">1,4 g</td>\n</tr>\n<tr class=""alt"">\n<td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">10%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Vitamin B1</td>\n<td class=""col-2"">75%</td>\n<td class=""col-1"">Vitamin B2</td>\n<td class=""col-2"">30%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Vitamin B3</td>\n<td class=""col-2"">10%</td>\n<td class=""col-1"">Vitamin D3</td>\n<td class=""col-2"">8%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Fols‰ure</td>\n<td class=""col-2"">120%</td>\n<td class=""col-1"">Zink</td>\n<td class=""col-2"">50%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">40%</td>\n</tr>\n</tbody>\n</table>\n<p>Ursprungsland : Indonesien<br /> Hersteller/Importer: PT INDOFOOD SUKSES MAKMUR Tbk bogasari flour mills</p>\n<p>Surabaya 60165, Indonesien</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"8993296201119";"BOGASARI";"";"20000";"";0;1;1;1;"1";0;0;0;"2020-12-14T23:37:55.592Z";"2022-06-26T11:00:42.526Z";"11";"0";"4,59";;;;;;;;;"0"
"13021";"CAKRA KEMBAR, Weizenmehl, 1 kg";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 100 g</p>\n<table id=""nutrition-facts"">\n<tbody>\n<tr>\n<td class=""col-1"">Kalorien</td>\n<td class=""col-2"">350 kcal</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">1 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Ges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">72 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Zink</td>\n<td class=""col-2"">50%</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">13 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Vitamin A</td>\n<td class=""col-2"">10%</td>\n<td class=""col-1"">Vitamin D3</td>\n<td class=""col-2"">7%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Vitamin B1</td>\n<td class=""col-2"">70%</td>\n<td class=""col-1"">Fols‰ure</td>\n<td class=""col-2"">130%</td>\n</tr>\n<tr class=""alt"">\n<td class=""col-1"">Vitamin B2</td>\n<td class=""col-2"">35%</td>\n<td class=""col-1"">Vitamin B2</td>\n<td class=""col-2"">35%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Vitamin B3</td>\n<td class=""col-2"">10%</td>\n<td class=""col-1"">Eiﬂen</td>\n<td class=""col-2"">40%</td>\n</tr>\n</tbody>\n</table>\n<p>Ursprungsland : Surabaya, Indonesien <br /> Hersteller/Importer: PT. Indofood Sukses Makmur Tbk.<br />Surabaya, Jawa Timur, Indonesia. <br /><br /></p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"8993296101112";"BOGASARI";"";"20000";"";0;1;1;1;"1";0;0;0;"2020-12-14T23:37:55.622Z";"2022-06-26T11:00:43.688Z";"11";"0";"4,59";;;;;;;;;"0"
"13000";"CAP BOENGA, Mungbohnenmehl Hun Kwe, 120 g";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 30 g</p>\n<table id=""nutrition-facts"">\n<tbody>\n<tr>\n<td class=""col-1"">Energie</td>\n<td class=""col-2"">105 kcal</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">29 g</td>\n</tr>\n<tr>\n<td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">0,3 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Ges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">20 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">5,9 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">5,5 g</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">15 mg</td>\n<td class=""col-1"">Sodium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr class=""alt"">\n<td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">3%</td>\n<td class=""col-1"">Calcium</td>\n<td class=""col-2"">23%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">1%</td>\n</tr>\n</tbody>\n</table>\n<p>Ursprungsland : Indonesien <br /> Hersteller/Importer: CV. Fabriek Tepung Hoenkwe Tjap Boenga <br /> Jl. Raya Siliwangi No.243, Cicurug, Sukabumi, Jawa Barat 43359, Indonesia <br />p: +62 266 732715</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"8710853062057";"CAP BOENGA";"";"20000";"";0;1;1;1;"0,12";0;0;0;"2020-12-14T23:37:56.134Z";"2022-06-27T13:37:39.052Z";"63";"0";"2,85";"";"";"1";"";"1,85";;1;"116,55";"116,55"
"12136";"SAMYANG, Instant-Nudeln Carbonara, 140 g";"<div class=""pd-ToggleBox__trigger""><h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2><p>Portion per 140 g</p><table id=""nutrition-facts""><tbody><tr><td class=""col-1"">Kalorien</td><td class=""col-2"">545 kcal&nbsp;</td><td class=""col-1"">Natrium</td><td class=""col-2"">1,360 mg</td></tr><tr><td class=""col-1"">Fette gesamt</td><td class=""col-2"">17 g</td><td class=""col-1"">Kalium</td><td class=""col-2"">0 mg</td></tr><tr><td class=""col-1 sub"">&nbsp; &nbsp;Ges‰ttigte</td><td class=""col-2"">8 g</td><td class=""col-1"">Kohlenhydrate gesamt</td><td class=""col-2"">85 g</td></tr><tr><td class=""col-1 sub"">&nbsp; &nbsp;Mehrfach unges‰ttigte</td><td class=""col-2"">0 g</td><td class=""col-1"">Ballaststoffe</td><td class=""col-2"">1 g</td></tr><tr><td class=""col-1 sub"">&nbsp; &nbsp;Einfach unges‰ttigte</td><td class=""col-2"">0 g</td><td class=""col-1"">Zucker</td><td class=""col-2"">7 g</td></tr><tr><td class=""col-1 sub"">&nbsp; &nbsp;Trans</td><td class=""col-2"">0 g</td><td class=""col-1"">Eiweiﬂ</td><td class=""col-2"">13 g</td></tr><tr class=""last""><td class=""col-1"">Cholesterin</td><td class=""col-2"">0 mg</td><td class=""col-1"">&nbsp;</td><td class=""col-2"">&nbsp;</td></tr><tr class=""alt""><td class=""col-1"">Vitamin A</td><td class=""col-2"">0%</td><td class=""col-1"">Kalzium</td><td class=""col-2"">2%</td></tr><tr class=""last""><td class=""col-1"">Vitamin C</td><td class=""col-2"">0%</td><td class=""col-1"">Eisen</td><td class=""col-2"">0%</td></tr></tbody></table><p>Ursprungsland : Korea&nbsp;<br> Hersteller/Importer: Samyang Foods Co., Ltd.<br>104, Opaesan-ro 3-gil, Seongbuk-gu, Seoul, Korea<br>p: 82 2 940-3000</p></div>";"Hauptlager";"Hauptlager";"";"";"";"";"8801073113893";"SAMYANG";"";"20000";"";0;1;1;1;"0,14";0;0;0;"2020-12-14T23:37:56.203Z";"2022-06-28T08:43:47.612Z";"2";"0";"1,55";;;;;;;;;"0"
"12137";"SAMYANG, Instant-Nudeln Jjajang, 140 g";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 140 g</p>\n<table id=""nutrition-facts"">\n<tbody>\n<tr>\n<td class=""col-1"">Kalorien</td>\n<td class=""col-2"">545 kcal†</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">1,360 mg</td>\n</tr>\n<tr>\n<td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">17 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">† †Ges‰ttigte</td>\n<td class=""col-2"">8 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">85 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">† †Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">1 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">† †Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">7 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">† †Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">13 g</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">†</td>\n<td class=""col-2"">†</td>\n</tr>\n<tr class=""alt"">\n<td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">2%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr>\n</tbody>\n</table>\n<p>Ursprungsland : Korea†<br /> Hersteller/Importer: Samyang Foods Co., Ltd.<br />104, Opaesan-ro 3-gil, Seongbuk-gu, Seoul, Korea<br />p: 82 2 940-3000</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"8801073113947";"SAMYANG";"";"20000";"";0;1;1;1;"0,14";0;0;0;"2020-12-14T23:37:56.232Z";"2022-06-28T16:07:56.979Z";"30";"0";"1,45";;;;;;;;;"0"
"12138";"SAMYANG, Instant-Nudeln K‰se Gescmack, 140 g";"<div class=""pd-ToggleBox__trigger""><h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2><p>Portion per 140 g</p><table id=""nutrition-facts""><tbody><tr><td class=""col-1"">Kalorien</td><td class=""col-2"">545 kcal&nbsp;</td><td class=""col-1"">Natrium</td><td class=""col-2"">1,360 mg</td></tr><tr><td class=""col-1"">Fette gesamt</td><td class=""col-2"">17 g</td><td class=""col-1"">Kalium</td><td class=""col-2"">0 mg</td></tr><tr><td class=""col-1 sub"">&nbsp; &nbsp;Ges‰ttigte</td><td class=""col-2"">8 g</td><td class=""col-1"">Kohlenhydrate gesamt</td><td class=""col-2"">85 g</td></tr><tr><td class=""col-1 sub"">&nbsp; &nbsp;Mehrfach unges‰ttigte</td><td class=""col-2"">0 g</td><td class=""col-1"">Ballaststoffe</td><td class=""col-2"">1 g</td></tr><tr><td class=""col-1 sub"">&nbsp; &nbsp;Einfach unges‰ttigte</td><td class=""col-2"">0 g</td><td class=""col-1"">Zucker</td><td class=""col-2"">7 g</td></tr><tr><td class=""col-1 sub"">&nbsp; &nbsp;Trans</td><td class=""col-2"">0 g</td><td class=""col-1"">Eiweiﬂ</td><td class=""col-2"">13 g</td></tr><tr class=""last""><td class=""col-1"">Cholesterin</td><td class=""col-2"">0 mg</td><td class=""col-1"">&nbsp;</td><td class=""col-2"">&nbsp;</td></tr><tr class=""alt""><td class=""col-1"">Vitamin A</td><td class=""col-2"">0%</td><td class=""col-1"">Kalzium</td><td class=""col-2"">2%</td></tr><tr class=""last""><td class=""col-1"">Vitamin C</td><td class=""col-2"">0%</td><td class=""col-1"">Eisen</td><td class=""col-2"">0%</td></tr></tbody></table><p>Ursprungsland : Korea&nbsp;<br> Hersteller/Importer: Samyang Foods Co., Ltd.<br>104, Opaesan-ro 3-gil, Seongbuk-gu, Seoul, Korea<br>p: 82 2 940-3000</p></div>";"Hauptlager";"Hauptlager";"";"";"";"";"8801073113312";"SAMYANG";"";"20000";"";0;1;1;1;"0,14";0;0;0;"2020-12-14T23:37:56.269Z";"2022-06-28T14:53:31.628Z";"86";"0";"1,55";;;;;;;;;"0"
"10059";"GOLDEN PHOENIX, Mixed Cargo Rice 1kg";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 100 g</p>\n<table id=""nutrition-facts"">\n<tbody>\n<tr>\n<td class=""col-1"">Kalorien</td>\n<td class=""col-2"">352,04 kcal†</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">0,6 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">† †Ges‰ttigte</td>\n<td class=""col-2"">0,2 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">78 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">† †Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">† †Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">1,3 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">† †Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">7,6 g</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr class=""alt"">\n<td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr>\n</tbody>\n</table>\n<p>Ursprungsland : Thailand†<br /> Hersteller/Importer:†</p>\n<p><strong>Importeur: Heuschen &amp; Schrouff OFT B.V</strong></p>\n<p>P.O Box 30202</p>\n<p>6370 KE Landgraaf - Niederlande</p>\n<p>Fax: 0031- (0)45-5338283</p>\n<p>Email: sales@heuschenschrouff.com/ Internet: <a href=""http://www.heuschenschrouff.com"">www.heuschenschrouff.com</a></p>\n<p>†</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"8858306005784";"";"";"20000";"";0;1;1;1;"0";0;0;0;"2020-12-14T23:37:56.571Z";"2022-06-26T11:01:04.796Z";"2";"0";"3,99";;;;;;;;;"0"
"13024";"MERBABU, Sagu Tani Mehl, 500 g";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 100 g</p>\n<table id=""nutrition-facts""><tbody><tr><td class=""col-1"">Kalorien</td>\n<td class=""col-2"">358 kcal</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">0 mg</td>\n</tr><tr><td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">5 g</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">0 g</td>\n</tr><tr><td class=""col-1 sub"">Ges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">89 g</td>\n</tr><tr><td class=""col-1 sub"">Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Potassium</td>\n<td class=""col-2"">11 mg</td>\n</tr><tr><td class=""col-1 sub"">Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Dietary Fiber</td>\n<td class=""col-2"">1 g</td>\n</tr><tr><td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">0 g</td>\n</tr><tr class=""last""><td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Protein</td>\n<td class=""col-2"">0 g</td>\n</tr><tr class=""alt""><td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr><tr class=""last""><td class=""col-1"">Sodium</td>\n<td class=""col-2"">1 mg</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr></tbody></table><p>Ursprungsland : Indonesien <br /> Hersteller/Importer: Muria Food<br />Bogor 16156 Indonesia</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"8995152001857";"MERBABU";"";"20000";"";0;1;1;1;"0,5";0;0;0;"2020-12-14T23:37:56.699Z";"2022-06-26T11:01:07.550Z";"10";"";"3,59";;;;;;;;;"0"
"13017";"KUNCI BIRU, Weizenmehl, 1 kg";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 100 g</p>\n<table id=""nutrition-facts"">\n<tbody>\n<tr>\n<td class=""col-1"">Kalorien</td>\n<td class=""col-2"">350 kcal</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">1 g</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Ges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">70 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Potassium</td>\n<td class=""col-2"">11 mg</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Dietary Fiber</td>\n<td class=""col-2"">1 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">10 g</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Protein</td>\n<td class=""col-2"">10 g</td>\n</tr>\n<tr class=""alt"">\n<td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">10%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Vitamin B1</td>\n<td class=""col-2"">65%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr>\n</tbody>\n</table>\n<p>Ursprungsland : Indonesien <br /> Hersteller/Importer: PT Indofood Sukses Makmur Tbk</p>\n<p>Surabaya 60165 Indonesia</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"8993296301116";"BOGASARI";"";"20000";"";0;1;1;1;"1";0;0;0;"2020-12-14T23:37:56.752Z";"2022-06-26T11:01:08.748Z";"14";"0";"4,59";;;;;;;;;"0"
"16011";"LUCULLUS, Kemirinuss, 1 kg";"<p>Ursprungsland: Indonesien Importeur: Lucullus B.V.- Postbus 100- 2350 AC Leiderdorp Telefoon 071- 5416153/ Fax 071 5415665</p>";"Hauptlager";"Hauptlager";"";"";"";"";"8710853051709";"LUCULLUS";"";"20000";"";0;1;1;1;"1";0;0;0;"2020-12-14T23:37:57.016Z";"2022-06-26T11:01:29.890Z";"5";"0";"10,5";;;;;;;;;"0"
"17007";"BAMBOE, gebratenes Huhn W¸rzpaste, 33 g";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 100 g</p>\n<table id=""nutrition-facts""><colgroup><col class=""col-1"" /><col class=""col-2"" /><col class=""col-1"" /><col class=""col-2"" /></colgroup>\n<tbody>\n<tr>\n<td class=""col-1"">Kalorien</td>\n<td class=""col-2"">15kcal</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">7,2 g</td>\n</tr>\n<tr>\n<td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">0,5 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Ges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">1 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">1 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">1 g</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">†</td>\n<td class=""col-2"">†</td>\n</tr>\n<tr class=""alt"">\n<td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">8%</td>\n</tr>\n</tbody>\n</table>\n</div>\n<div class=""pd-AttributeGroup"">\n<p>†</p>\n<p>Ursprungsland : Indonesien <br /> Hersteller/Importer: PT. Bamboe<br /> Jalan Kedinding Tengah II / 8A, Surabaya 60129, <br />Jawa Timur, Indonesia. <br />p: +62 31 3715247 <br />e: info@ptbamboe.com</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"8992735210088";"BAMBOE ";"";"20000";"";0;1;1;1;"0,033";0;0;0;"2020-12-14T23:37:57.261Z";"2022-06-26T11:01:35.479Z";"1";"";"1,15";"";"";"1";"";"0,45";;1;"0,45";"0,45"
